CODE POSTAL,Département,Région
59287,NORD,NORD-PAS-DE-CALAIS
88210,VOSGES,LORRAINE
57170,MOSELLE,LORRAINE
54630,MEURTHE-ET-MOSELLE,LORRAINE
35190,ILLE-ET-VILAINE,BRETAGNE
21310,COTE-D'OR,BOURGOGNE
33350,GIRONDE,AQUITAINE
25640,DOUBS,FRANCHE-COMTE
47180,LOT-ET-GARONNE,AQUITAINE
39140,JURA,FRANCHE-COMTE
51140,MARNE,CHAMPAGNE-ARDENNE
25380,DOUBS,FRANCHE-COMTE
14190,CALVADOS,BASSE-NORMANDIE
21190,COTE-D'OR,BOURGOGNE
61120,ORNE,BASSE-NORMANDIE
63550,PUY-DE-DOME,AUVERGNE
31220,HAUTE-GARONNE,MIDI-PYRENEES
26150,DROME,RHONE-ALPES
27150,EURE,HAUTE-NORMANDIE
42940,LOIRE,RHONE-ALPES
73570,SAVOIE,RHONE-ALPES
69660,RHONE,RHONE-ALPES
46330,LOT,MIDI-PYRENEES
61360,ORNE,BASSE-NORMANDIE
20116,CORSE-DU-SUD,CORSE
68290,HAUT-RHIN,ALSACE
42660,LOIRE,RHONE-ALPES
27850,EURE,HAUTE-NORMANDIE
74270,HAUTE-SAVOIE,RHONE-ALPES
54450,MEURTHE-ET-MOSELLE,LORRAINE
76680,SEINE-MARITIME,HAUTE-NORMANDIE
41800,LOIR-ET-CHER,CENTRE
71390,SAONE-ET-LOIRE,BOURGOGNE
58440,NIEVRE,BOURGOGNE
10160,AUBE,CHAMPAGNE-ARDENNE
28130,EURE-ET-LOIR,CENTRE
31430,HAUTE-GARONNE,MIDI-PYRENEES
51130,MARNE,CHAMPAGNE-ARDENNE
57070,MOSELLE,LORRAINE
65350,HAUTES-PYRENEES,MIDI-PYRENEES
18400,CHER,CENTRE
72400,SARTHE,PAYS DE LA LOIRE
14113,CALVADOS,BASSE-NORMANDIE
17220,CHARENTE-MARITIME,POITOU-CHARENTES
41230,LOIR-ET-CHER,CENTRE
79150,DEUX-SEVRES,POITOU-CHARENTES
76590,SEINE-MARITIME,HAUTE-NORMANDIE
28120,EURE-ET-LOIR,CENTRE
14430,CALVADOS,BASSE-NORMANDIE
22350,COTES-D'ARMOR,BRETAGNE
62870,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
15130,CANTAL,AUVERGNE
73410,SAVOIE,RHONE-ALPES
27380,EURE,HAUTE-NORMANDIE
25720,DOUBS,FRANCHE-COMTE
11420,AUDE,LANGUEDOC-ROUSSILLON
65100,HAUTES-PYRENEES,MIDI-PYRENEES
21460,COTE-D'OR,BOURGOGNE
5560,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
64330,PYRENEES-ATLANTIQUES,AQUITAINE
42460,LOIRE,RHONE-ALPES
15340,CANTAL,AUVERGNE
39270,JURA,FRANCHE-COMTE
52110,HAUTE-MARNE,CHAMPAGNE-ARDENNE
1470,AIN,RHONE-ALPES
33160,GIRONDE,AQUITAINE
6470,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
21310,COTE-D'OR,BOURGOGNE
67120,BAS-RHIN,ALSACE
91370,ESSONNE,ILE-DE-FRANCE
76440,SEINE-MARITIME,HAUTE-NORMANDIE
35210,ILLE-ET-VILAINE,BRETAGNE
33650,GIRONDE,AQUITAINE
77126,SEINE-ET-MARNE,ILE-DE-FRANCE
62500,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
8260,ARDENNES,CHAMPAGNE-ARDENNE
21190,COTE-D'OR,BOURGOGNE
14330,CALVADOS,BASSE-NORMANDIE
62170,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
39250,JURA,FRANCHE-COMTE
16330,CHARENTE,POITOU-CHARENTES
60128,OISE,PICARDIE
88500,VOSGES,LORRAINE
38090,ISERE,RHONE-ALPES
46800,LOT,MIDI-PYRENEES
18140,CHER,CENTRE
58290,NIEVRE,BOURGOGNE
50200,MANCHE,BASSE-NORMANDIE
46300,LOT,MIDI-PYRENEES
60400,OISE,PICARDIE
24560,DORDOGNE,AQUITAINE
60400,OISE,PICARDIE
86530,VIENNE,POITOU-CHARENTES
34400,HERAULT,LANGUEDOC-ROUSSILLON
52700,HAUTE-MARNE,CHAMPAGNE-ARDENNE
4200,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
17130,CHARENTE-MARITIME,POITOU-CHARENTES
50720,MANCHE,BASSE-NORMANDIE
60660,OISE,PICARDIE
14220,CALVADOS,BASSE-NORMANDIE
11500,AUDE,LANGUEDOC-ROUSSILLON
43150,HAUTE-LOIRE,AUVERGNE
81170,TARN,MIDI-PYRENEES
91730,ESSONNE,ILE-DE-FRANCE
55130,MEUSE,LORRAINE
54370,MEURTHE-ET-MOSELLE,LORRAINE
11400,AUDE,LANGUEDOC-ROUSSILLON
32400,GERS,MIDI-PYRENEES
63490,PUY-DE-DOME,AUVERGNE
41500,LOIR-ET-CHER,CENTRE
60170,OISE,PICARDIE
22480,COTES-D'ARMOR,BRETAGNE
47600,LOT-ET-GARONNE,AQUITAINE
52700,HAUTE-MARNE,CHAMPAGNE-ARDENNE
26240,DROME,RHONE-ALPES
24410,DORDOGNE,AQUITAINE
5260,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
8300,ARDENNES,CHAMPAGNE-ARDENNE
3150,ALLIER,AUVERGNE
57320,MOSELLE,LORRAINE
71420,SAONE-ET-LOIRE,BOURGOGNE
80132,SOMME,PICARDIE
54135,MEURTHE-ET-MOSELLE,LORRAINE
45300,LOIRET,CENTRE
69360,RHONE,RHONE-ALPES
31700,HAUTE-GARONNE,MIDI-PYRENEES
73460,SAVOIE,RHONE-ALPES
1500,AIN,RHONE-ALPES
35330,ILLE-ET-VILAINE,BRETAGNE
18200,CHER,CENTRE
42130,LOIRE,RHONE-ALPES
66220,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
30200,GARD,LANGUEDOC-ROUSSILLON
51300,MARNE,CHAMPAGNE-ARDENNE
26230,DROME,RHONE-ALPES
50420,MANCHE,BASSE-NORMANDIE
9500,ARIEGE,MIDI-PYRENEES
51260,MARNE,CHAMPAGNE-ARDENNE
55120,MEUSE,LORRAINE
74290,HAUTE-SAVOIE,RHONE-ALPES
76890,SEINE-MARITIME,HAUTE-NORMANDIE
53210,MAYENNE,PAYS DE LA LOIRE
43260,HAUTE-LOIRE,AUVERGNE
13620,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
16250,CHARENTE,POITOU-CHARENTES
21610,COTE-D'OR,BOURGOGNE
70130,HAUTE-SAONE,FRANCHE-COMTE
67270,BAS-RHIN,ALSACE
16340,CHARENTE,POITOU-CHARENTES
77400,SEINE-ET-MARNE,ILE-DE-FRANCE
65200,HAUTES-PYRENEES,MIDI-PYRENEES
15340,CANTAL,AUVERGNE
52100,HAUTE-MARNE,CHAMPAGNE-ARDENNE
24320,DORDOGNE,AQUITAINE
41240,LOIR-ET-CHER,CENTRE
57260,MOSELLE,LORRAINE
28330,EURE-ET-LOIR,CENTRE
14100,CALVADOS,BASSE-NORMANDIE
64250,PYRENEES-ATLANTIQUES,AQUITAINE
72440,SARTHE,PAYS DE LA LOIRE
9240,ARIEGE,MIDI-PYRENEES
38113,ISERE,RHONE-ALPES
56360,MORBIHAN,BRETAGNE
68610,HAUT-RHIN,ALSACE
31230,HAUTE-GARONNE,MIDI-PYRENEES
64400,PYRENEES-ATLANTIQUES,AQUITAINE
5150,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
8380,ARDENNES,CHAMPAGNE-ARDENNE
94110,VAL-DE-MARNE,ILE-DE-FRANCE
57260,MOSELLE,LORRAINE
17180,CHARENTE-MARITIME,POITOU-CHARENTES
28200,EURE-ET-LOIR,CENTRE
21530,COTE-D'OR,BOURGOGNE
84760,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
14340,CALVADOS,BASSE-NORMANDIE
4250,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
65560,HAUTES-PYRENEES,MIDI-PYRENEES
35210,ILLE-ET-VILAINE,BRETAGNE
57420,MOSELLE,LORRAINE
26770,DROME,RHONE-ALPES
38210,ISERE,RHONE-ALPES
58190,NIEVRE,BOURGOGNE
51530,MARNE,CHAMPAGNE-ARDENNE
76116,SEINE-MARITIME,HAUTE-NORMANDIE
85110,VENDEE,PAYS DE LA LOIRE
69870,RHONE,RHONE-ALPES
36190,INDRE,CENTRE
76200,SEINE-MARITIME,HAUTE-NORMANDIE
32400,GERS,MIDI-PYRENEES
52360,HAUTE-MARNE,CHAMPAGNE-ARDENNE
55130,MEUSE,LORRAINE
39290,JURA,FRANCHE-COMTE
74390,HAUTE-SAVOIE,RHONE-ALPES
97300,GUYANE,GUYANE
88240,VOSGES,LORRAINE
71640,SAONE-ET-LOIRE,BOURGOGNE
16130,CHARENTE,POITOU-CHARENTES
85390,VENDEE,PAYS DE LA LOIRE
21330,COTE-D'OR,BOURGOGNE
77160,SEINE-ET-MARNE,ILE-DE-FRANCE
56340,MORBIHAN,BRETAGNE
50110,MANCHE,BASSE-NORMANDIE
42650,LOIRE,RHONE-ALPES
35630,ILLE-ET-VILAINE,BRETAGNE
77178,SEINE-ET-MARNE,ILE-DE-FRANCE
60112,OISE,PICARDIE
54122,MEURTHE-ET-MOSELLE,LORRAINE
16000,CHARENTE,POITOU-CHARENTES
24360,DORDOGNE,AQUITAINE
16460,CHARENTE,POITOU-CHARENTES
61700,ORNE,BASSE-NORMANDIE
1150,AIN,RHONE-ALPES
5200,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
81170,TARN,MIDI-PYRENEES
90170,TERRITOIRE DE BELFORT,FRANCHE-COMTE
12260,AVEYRON,MIDI-PYRENEES
9400,ARIEGE,MIDI-PYRENEES
50190,MANCHE,BASSE-NORMANDIE
61240,ORNE,BASSE-NORMANDIE
77410,SEINE-ET-MARNE,ILE-DE-FRANCE
27230,EURE,HAUTE-NORMANDIE
19250,CORREZE,LIMOUSIN
85310,VENDEE,PAYS DE LA LOIRE
4140,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
16190,CHARENTE,POITOU-CHARENTES
78280,YVELINES,ILE-DE-FRANCE
17460,CHARENTE-MARITIME,POITOU-CHARENTES
24420,DORDOGNE,AQUITAINE
6620,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
57260,MOSELLE,LORRAINE
24800,DORDOGNE,AQUITAINE
89100,YONNE,BOURGOGNE
61100,ORNE,BASSE-NORMANDIE
59740,NORD,NORD-PAS-DE-CALAIS
89630,YONNE,BOURGOGNE
81500,TARN,MIDI-PYRENEES
9300,ARIEGE,MIDI-PYRENEES
25270,DOUBS,FRANCHE-COMTE
59181,NORD,NORD-PAS-DE-CALAIS
84170,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
74540,HAUTE-SAVOIE,RHONE-ALPES
57180,MOSELLE,LORRAINE
56400,MORBIHAN,BRETAGNE
71520,SAONE-ET-LOIRE,BOURGOGNE
62490,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
79320,DEUX-SEVRES,POITOU-CHARENTES
62380,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
73730,SAVOIE,RHONE-ALPES
74740,HAUTE-SAVOIE,RHONE-ALPES
41400,LOIR-ET-CHER,CENTRE
47130,LOT-ET-GARONNE,AQUITAINE
36200,INDRE,CENTRE
57370,MOSELLE,LORRAINE
25530,DOUBS,FRANCHE-COMTE
80360,SOMME,PICARDIE
57120,MOSELLE,LORRAINE
52150,HAUTE-MARNE,CHAMPAGNE-ARDENNE
38840,ISERE,RHONE-ALPES
55150,MEUSE,LORRAINE
81440,TARN,MIDI-PYRENEES
87800,HAUTE-VIENNE,LIMOUSIN
82370,TARN-ET-GARONNE,MIDI-PYRENEES
14310,CALVADOS,BASSE-NORMANDIE
14320,CALVADOS,BASSE-NORMANDIE
60330,OISE,PICARDIE
50810,MANCHE,BASSE-NORMANDIE
79230,DEUX-SEVRES,POITOU-CHARENTES
68130,HAUT-RHIN,ALSACE
32550,GERS,MIDI-PYRENEES
72110,SARTHE,PAYS DE LA LOIRE
27930,EURE,HAUTE-NORMANDIE
5140,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
37390,INDRE-ET-LOIRE,CENTRE
24220,DORDOGNE,AQUITAINE
28210,EURE-ET-LOIR,CENTRE
26120,DROME,RHONE-ALPES
61800,ORNE,BASSE-NORMANDIE
25290,DOUBS,FRANCHE-COMTE
82370,TARN-ET-GARONNE,MIDI-PYRENEES
72240,SARTHE,PAYS DE LA LOIRE
10380,AUBE,CHAMPAGNE-ARDENNE
57670,MOSELLE,LORRAINE
77930,SEINE-ET-MARNE,ILE-DE-FRANCE
68440,HAUT-RHIN,ALSACE
38730,ISERE,RHONE-ALPES
27800,EURE,HAUTE-NORMANDIE
42540,LOIRE,RHONE-ALPES
64360,PYRENEES-ATLANTIQUES,AQUITAINE
69360,RHONE,RHONE-ALPES
46190,LOT,MIDI-PYRENEES
18200,CHER,CENTRE
83200,VAR,PROVENCE-ALPES-COTE D'AZUR
27680,EURE,HAUTE-NORMANDIE
57830,MOSELLE,LORRAINE
21330,COTE-D'OR,BOURGOGNE
91540,ESSONNE,ILE-DE-FRANCE
10330,AUBE,CHAMPAGNE-ARDENNE
32310,GERS,MIDI-PYRENEES
79300,DEUX-SEVRES,POITOU-CHARENTES
74370,HAUTE-SAVOIE,RHONE-ALPES
83120,VAR,PROVENCE-ALPES-COTE D'AZUR
70200,HAUTE-SAONE,FRANCHE-COMTE
32400,GERS,MIDI-PYRENEES
49250,MAINE-ET-LOIRE,PAYS DE LA LOIRE
71500,SAONE-ET-LOIRE,BOURGOGNE
45570,LOIRET,CENTRE
51170,MARNE,CHAMPAGNE-ARDENNE
15240,CANTAL,AUVERGNE
89420,YONNE,BOURGOGNE
2220,AISNE,PICARDIE
14390,CALVADOS,BASSE-NORMANDIE
62890,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
8250,ARDENNES,CHAMPAGNE-ARDENNE
32500,GERS,MIDI-PYRENEES
50420,MANCHE,BASSE-NORMANDIE
12270,AVEYRON,MIDI-PYRENEES
35390,ILLE-ET-VILAINE,BRETAGNE
22440,COTES-D'ARMOR,BRETAGNE
15150,CANTAL,AUVERGNE
91730,ESSONNE,ILE-DE-FRANCE
9400,ARIEGE,MIDI-PYRENEES
89570,YONNE,BOURGOGNE
89200,YONNE,BOURGOGNE
8130,ARDENNES,CHAMPAGNE-ARDENNE
95230,VAL-D'OISE,ILE-DE-FRANCE
60150,OISE,PICARDIE
25640,DOUBS,FRANCHE-COMTE
59554,NORD,NORD-PAS-DE-CALAIS
21110,COTE-D'OR,BOURGOGNE
29800,FINISTERE,BRETAGNE
77310,SEINE-ET-MARNE,ILE-DE-FRANCE
17430,CHARENTE-MARITIME,POITOU-CHARENTES
71150,SAONE-ET-LOIRE,BOURGOGNE
12340,AVEYRON,MIDI-PYRENEES
30128,GARD,LANGUEDOC-ROUSSILLON
25320,DOUBS,FRANCHE-COMTE
66130,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
2220,AISNE,PICARDIE
80200,SOMME,PICARDIE
30870,GARD,LANGUEDOC-ROUSSILLON
77450,SEINE-ET-MARNE,ILE-DE-FRANCE
60640,OISE,PICARDIE
31420,HAUTE-GARONNE,MIDI-PYRENEES
51230,MARNE,CHAMPAGNE-ARDENNE
48600,LOZERE,LANGUEDOC-ROUSSILLON
59143,NORD,NORD-PAS-DE-CALAIS
58240,NIEVRE,BOURGOGNE
62156,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
60850,OISE,PICARDIE
25650,DOUBS,FRANCHE-COMTE
72430,SARTHE,PAYS DE LA LOIRE
80270,SOMME,PICARDIE
89800,YONNE,BOURGOGNE
62185,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
39130,JURA,FRANCHE-COMTE
37360,INDRE-ET-LOIRE,CENTRE
4110,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
31110,HAUTE-GARONNE,MIDI-PYRENEES
81140,TARN,MIDI-PYRENEES
58700,NIEVRE,BOURGOGNE
26340,DROME,RHONE-ALPES
62173,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
30430,GARD,LANGUEDOC-ROUSSILLON
71190,SAONE-ET-LOIRE,BOURGOGNE
34260,HERAULT,LANGUEDOC-ROUSSILLON
35170,ILLE-ET-VILAINE,BRETAGNE
65150,HAUTES-PYRENEES,MIDI-PYRENEES
33390,GIRONDE,AQUITAINE
89140,YONNE,BOURGOGNE
70280,HAUTE-SAONE,FRANCHE-COMTE
67220,BAS-RHIN,ALSACE
39230,JURA,FRANCHE-COMTE
21150,COTE-D'OR,BOURGOGNE
27170,EURE,HAUTE-NORMANDIE
35460,ILLE-ET-VILAINE,BRETAGNE
47330,LOT-ET-GARONNE,AQUITAINE
49220,MAINE-ET-LOIRE,PAYS DE LA LOIRE
2290,AISNE,PICARDIE
72650,SARTHE,PAYS DE LA LOIRE
71800,SAONE-ET-LOIRE,BOURGOGNE
19200,CORREZE,LIMOUSIN
30200,GARD,LANGUEDOC-ROUSSILLON
3380,ALLIER,AUVERGNE
42830,LOIRE,RHONE-ALPES
2240,AISNE,PICARDIE
60380,OISE,PICARDIE
2110,AISNE,PICARDIE
1800,AIN,RHONE-ALPES
52310,HAUTE-MARNE,CHAMPAGNE-ARDENNE
55130,MEUSE,LORRAINE
77170,SEINE-ET-MARNE,ILE-DE-FRANCE
53170,MAYENNE,PAYS DE LA LOIRE
12350,AVEYRON,MIDI-PYRENEES
40190,LANDES,AQUITAINE
70100,HAUTE-SAONE,FRANCHE-COMTE
40560,LANDES,AQUITAINE
46160,LOT,MIDI-PYRENEES
63210,PUY-DE-DOME,AUVERGNE
50640,MANCHE,BASSE-NORMANDIE
65190,HAUTES-PYRENEES,MIDI-PYRENEES
2400,AISNE,PICARDIE
22600,COTES-D'ARMOR,BRETAGNE
46360,LOT,MIDI-PYRENEES
62124,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
50800,MANCHE,BASSE-NORMANDIE
2220,AISNE,PICARDIE
18110,CHER,CENTRE
2260,AISNE,PICARDIE
18190,CHER,CENTRE
80600,SOMME,PICARDIE
56860,MORBIHAN,BRETAGNE
86220,VIENNE,POITOU-CHARENTES
49140,MAINE-ET-LOIRE,PAYS DE LA LOIRE
27210,EURE,HAUTE-NORMANDIE
9500,ARIEGE,MIDI-PYRENEES
32290,GERS,MIDI-PYRENEES
26600,DROME,RHONE-ALPES
77550,SEINE-ET-MARNE,ILE-DE-FRANCE
54890,MEURTHE-ET-MOSELLE,LORRAINE
1550,AIN,RHONE-ALPES
17240,CHARENTE-MARITIME,POITOU-CHARENTES
47340,LOT-ET-GARONNE,AQUITAINE
52700,HAUTE-MARNE,CHAMPAGNE-ARDENNE
17330,CHARENTE-MARITIME,POITOU-CHARENTES
63320,PUY-DE-DOME,AUVERGNE
20237,HAUTE-CORSE,CORSE
57340,MOSELLE,LORRAINE
50490,MANCHE,BASSE-NORMANDIE
76190,SEINE-MARITIME,HAUTE-NORMANDIE
80200,SOMME,PICARDIE
63320,PUY-DE-DOME,AUVERGNE
58260,NIEVRE,BOURGOGNE
67117,BAS-RHIN,ALSACE
40170,LANDES,AQUITAINE
12200,AVEYRON,MIDI-PYRENEES
52220,HAUTE-MARNE,CHAMPAGNE-ARDENNE
58700,NIEVRE,BOURGOGNE
21410,COTE-D'OR,BOURGOGNE
2290,AISNE,PICARDIE
14210,CALVADOS,BASSE-NORMANDIE
47250,LOT-ET-GARONNE,AQUITAINE
57330,MOSELLE,LORRAINE
76550,SEINE-MARITIME,HAUTE-NORMANDIE
80800,SOMME,PICARDIE
76660,SEINE-MARITIME,HAUTE-NORMANDIE
80540,SOMME,PICARDIE
60840,OISE,PICARDIE
16240,CHARENTE,POITOU-CHARENTES
57580,MOSELLE,LORRAINE
59740,NORD,NORD-PAS-DE-CALAIS
80370,SOMME,PICARDIE
60370,OISE,PICARDIE
52220,HAUTE-MARNE,CHAMPAGNE-ARDENNE
50500,MANCHE,BASSE-NORMANDIE
16270,CHARENTE,POITOU-CHARENTES
16700,CHARENTE,POITOU-CHARENTES
1300,AIN,RHONE-ALPES
61320,ORNE,BASSE-NORMANDIE
85100,VENDEE,PAYS DE LA LOIRE
28250,EURE-ET-LOIR,CENTRE
34310,HERAULT,LANGUEDOC-ROUSSILLON
44640,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
60620,OISE,PICARDIE
85260,VENDEE,PAYS DE LA LOIRE
2240,AISNE,PICARDIE
35190,ILLE-ET-VILAINE,BRETAGNE
1190,AIN,RHONE-ALPES
67120,BAS-RHIN,ALSACE
45300,LOIRET,CENTRE
32400,GERS,MIDI-PYRENEES
86800,VIENNE,POITOU-CHARENTES
50250,MANCHE,BASSE-NORMANDIE
5200,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
88500,VOSGES,LORRAINE
59116,NORD,NORD-PAS-DE-CALAIS
57720,MOSELLE,LORRAINE
35340,ILLE-ET-VILAINE,BRETAGNE
69700,RHONE,RHONE-ALPES
5500,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
41290,LOIR-ET-CHER,CENTRE
7700,ARDECHE,RHONE-ALPES
25340,DOUBS,FRANCHE-COMTE
57412,MOSELLE,LORRAINE
57170,MOSELLE,LORRAINE
25440,DOUBS,FRANCHE-COMTE
28240,EURE-ET-LOIR,CENTRE
2220,AISNE,PICARDIE
71640,SAONE-ET-LOIRE,BOURGOGNE
90800,TERRITOIRE DE BELFORT,FRANCHE-COMTE
45210,LOIRET,CENTRE
47410,LOT-ET-GARONNE,AQUITAINE
88320,VOSGES,LORRAINE
11400,AUDE,LANGUEDOC-ROUSSILLON
54310,MEURTHE-ET-MOSELLE,LORRAINE
17540,CHARENTE-MARITIME,POITOU-CHARENTES
89700,YONNE,BOURGOGNE
27130,EURE,HAUTE-NORMANDIE
52400,HAUTE-MARNE,CHAMPAGNE-ARDENNE
33460,GIRONDE,AQUITAINE
45500,LOIRET,CENTRE
81440,TARN,MIDI-PYRENEES
27440,EURE,HAUTE-NORMANDIE
57510,MOSELLE,LORRAINE
72260,SARTHE,PAYS DE LA LOIRE
84600,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
76780,SEINE-MARITIME,HAUTE-NORMANDIE
2370,AISNE,PICARDIE
33210,GIRONDE,AQUITAINE
11390,AUDE,LANGUEDOC-ROUSSILLON
40300,LANDES,AQUITAINE
19700,CORREZE,LIMOUSIN
14700,CALVADOS,BASSE-NORMANDIE
51380,MARNE,CHAMPAGNE-ARDENNE
61230,ORNE,BASSE-NORMANDIE
22450,COTES-D'ARMOR,BRETAGNE
24170,DORDOGNE,AQUITAINE
65100,HAUTES-PYRENEES,MIDI-PYRENEES
31260,HAUTE-GARONNE,MIDI-PYRENEES
70280,HAUTE-SAONE,FRANCHE-COMTE
26400,DROME,RHONE-ALPES
55160,MEUSE,LORRAINE
11600,AUDE,LANGUEDOC-ROUSSILLON
91490,ESSONNE,ILE-DE-FRANCE
47210,LOT-ET-GARONNE,AQUITAINE
65190,HAUTES-PYRENEES,MIDI-PYRENEES
57430,MOSELLE,LORRAINE
34270,HERAULT,LANGUEDOC-ROUSSILLON
61150,ORNE,BASSE-NORMANDIE
83330,VAR,PROVENCE-ALPES-COTE D'AZUR
10130,AUBE,CHAMPAGNE-ARDENNE
46170,LOT,MIDI-PYRENEES
43100,HAUTE-LOIRE,AUVERGNE
33220,DORDOGNE,AQUITAINE
84160,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
11150,AUDE,LANGUEDOC-ROUSSILLON
58250,NIEVRE,BOURGOGNE
11370,AUDE,LANGUEDOC-ROUSSILLON
55130,MEUSE,LORRAINE
22130,COTES-D'ARMOR,BRETAGNE
17230,CHARENTE-MARITIME,POITOU-CHARENTES
40700,LANDES,AQUITAINE
2360,AISNE,PICARDIE
63420,PUY-DE-DOME,AUVERGNE
73250,SAVOIE,RHONE-ALPES
28700,EURE-ET-LOIR,CENTRE
8130,ARDENNES,CHAMPAGNE-ARDENNE
62161,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
24320,DORDOGNE,AQUITAINE
57450,MOSELLE,LORRAINE
18320,CHER,CENTRE
53240,MAYENNE,PAYS DE LA LOIRE
26190,DROME,RHONE-ALPES
86380,VIENNE,POITOU-CHARENTES
73700,SAVOIE,RHONE-ALPES
25340,DOUBS,FRANCHE-COMTE
27680,EURE,HAUTE-NORMANDIE
25360,DOUBS,FRANCHE-COMTE
68190,HAUT-RHIN,ALSACE
50190,MANCHE,BASSE-NORMANDIE
38680,ISERE,RHONE-ALPES
68140,HAUT-RHIN,ALSACE
53370,MAYENNE,PAYS DE LA LOIRE
63600,PUY-DE-DOME,AUVERGNE
68470,HAUT-RHIN,ALSACE
31450,HAUTE-GARONNE,MIDI-PYRENEES
70100,HAUTE-SAONE,FRANCHE-COMTE
52300,HAUTE-MARNE,CHAMPAGNE-ARDENNE
10200,AUBE,CHAMPAGNE-ARDENNE
74570,HAUTE-SAVOIE,RHONE-ALPES
57580,MOSELLE,LORRAINE
50700,MANCHE,BASSE-NORMANDIE
71340,SAONE-ET-LOIRE,BOURGOGNE
47290,LOT-ET-GARONNE,AQUITAINE
3430,ALLIER,AUVERGNE
11330,AUDE,LANGUEDOC-ROUSSILLON
88260,VOSGES,LORRAINE
48700,LOZERE,LANGUEDOC-ROUSSILLON
20111,CORSE-DU-SUD,CORSE
19410,CORREZE,LIMOUSIN
31260,HAUTE-GARONNE,MIDI-PYRENEES
55140,MEUSE,LORRAINE
54116,MEURTHE-ET-MOSELLE,LORRAINE
60240,OISE,PICARDIE
18250,CHER,CENTRE
57670,MOSELLE,LORRAINE
83690,VAR,PROVENCE-ALPES-COTE D'AZUR
14690,CALVADOS,BASSE-NORMANDIE
63500,PUY-DE-DOME,AUVERGNE
71250,SAONE-ET-LOIRE,BOURGOGNE
28250,EURE-ET-LOIR,CENTRE
46240,LOT,MIDI-PYRENEES
12550,AVEYRON,MIDI-PYRENEES
71380,SAONE-ET-LOIRE,BOURGOGNE
39320,JURA,FRANCHE-COMTE
63470,PUY-DE-DOME,AUVERGNE
55600,MEUSE,LORRAINE
54250,MEURTHE-ET-MOSELLE,LORRAINE
54160,MEURTHE-ET-MOSELLE,LORRAINE
2200,AISNE,PICARDIE
62990,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
62120,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
19120,CORREZE,LIMOUSIN
35133,ILLE-ET-VILAINE,BRETAGNE
84400,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
52330,HAUTE-MARNE,CHAMPAGNE-ARDENNE
38190,ISERE,RHONE-ALPES
70400,HAUTE-SAONE,FRANCHE-COMTE
22410,COTES-D'ARMOR,BRETAGNE
26130,DROME,RHONE-ALPES
41100,LOIR-ET-CHER,CENTRE
14610,CALVADOS,BASSE-NORMANDIE
22330,COTES-D'ARMOR,BRETAGNE
2300,AISNE,PICARDIE
59232,NORD,NORD-PAS-DE-CALAIS
64330,PYRENEES-ATLANTIQUES,AQUITAINE
28630,EURE-ET-LOIR,CENTRE
21140,COTE-D'OR,BOURGOGNE
57810,MOSELLE,LORRAINE
71350,SAONE-ET-LOIRE,BOURGOGNE
37500,INDRE-ET-LOIRE,CENTRE
1370,AIN,RHONE-ALPES
69380,RHONE,RHONE-ALPES
9120,ARIEGE,MIDI-PYRENEES
17500,CHARENTE-MARITIME,POITOU-CHARENTES
32400,GERS,MIDI-PYRENEES
